geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
49518,en,AF,Africa,RW,Rwanda,,,,,,,Africa/Kigali,0
49747,en,AF,Africa,SO,Somalia,BK,Bakool,,,Oddur,,Africa/Mogadishu,0
51537,en,AF,Africa,SO,Somalia,,,,,,,Africa/Mogadishu,0
53654,en,AF,Africa,SO,Somalia,BN,Banaadir,,,Mogadishu,,Africa/Mogadishu,0
54225,en,AF,Africa,SO,Somalia,SH,"Lower Shabeelle",,,Merca,,Africa/Mogadishu,0
55671,en,AF,Africa,SO,Somalia,JH,"Lower Juba",,,Kismayo,,Africa/Mogadishu,0
57289,en,AF,Africa,SO,Somalia,WO,"Woqooyi Galbeed",,,Hargeisa,,Africa/Mogadishu,0
58933,en,AF,Africa,SO,Somalia,NU,Nugaal,,,Garoowe,,Africa/Mogadishu,0
58994,en,AF,Africa,SO,Somalia,GE,Gedo,,,Garbahaarrey,,Africa/Mogadishu,0
59611,en,AF,Africa,SO,Somalia,MU,Mudug,,,Gaalkacyo,,Africa/Mogadishu,0
60928,en,AF,Africa,SO,Somalia,GA,Galguduud,,,"Dusa Marreb",,Africa/Mogadishu,0
63795,en,AF,Africa,SO,Somalia,TO,Togdheer,,,Burao,,Africa/Mogadishu,0
64013,en,AF,Africa,SO,Somalia,BR,Bari,,,Bosaso,,Africa/Mogadishu,0
69543,en,AS,Asia,YE,Yemen,,,,,,,Asia/Aden,0
70223,en,AS,Asia,YE,Yemen,DH,"Dhamār",,,Ta`izz,,Asia/Aden,0
71132,en,AS,Asia,YE,Yemen,SN,Sanaa,,,,,Asia/Aden,0
71136,en,AS,Asia,YE,Yemen,HD,"Muhafazat Hadramawt",,,Sana',,Asia/Aden,0
71137,en,AS,Asia,YE,Yemen,SN,Sanaa,,,Sanaa,,Asia/Aden,0
74477,en,AS,Asia,YE,Yemen,IB,Ibb,,,Ibb,,Asia/Aden,0
75427,en,AS,Asia,YE,Yemen,SU,Soqatra,,,Hadibu,,Asia/Aden,0
77726,en,AS,Asia,YE,Yemen,SH,Shabwah,,,Ataq,,Asia/Aden,0
77843,en,AS,Asia,YE,Yemen,HU,"Al Hudaydah",,,"As Salif",,Asia/Aden,0
78751,en,AS,Asia,YE,Yemen,TA,"Ta‘izz",,,Mocha,,Asia/Aden,0
78754,en,AS,Asia,YE,Yemen,HD,"Muhafazat Hadramawt",,,Mukalla,,Asia/Aden,0
79415,en,AS,Asia,YE,Yemen,HU,"Al Hudaydah",,,"Al Hudaydah",,Asia/Aden,0
80384,en,AS,Asia,YE,Yemen,DA,"Aḑ Ḑāli‘",,,Dhalie,,Asia/Aden,0
81302,en,AF,Africa,LY,Libya,BU,"Al Butnan",,,Tobruk,,Africa/Tripoli,0
85026,en,AF,Africa,LY,Libya,JA,"Al Jabal al Akhdar",,,Massah,,Africa/Tripoli,0
87205,en,AF,Africa,LY,Libya,DR,Darnah,,,Darnah,,Africa/Tripoli,0
88319,en,AF,Africa,LY,Libya,BA,"Sha'biyat Banghazi",,,Benghazi,,Africa/Tripoli,0
88562,en,AF,Africa,LY,Libya,KF,"Al Kufrah",,,"At Taj",,Africa/Tripoli,0
88903,en,AF,Africa,LY,Libya,MJ,"Al Marj",,,"Al Marj",,Africa/Tripoli,0
88962,en,AF,Africa,LY,Libya,KF,"Al Kufrah",,,"Al Jawf",,Africa/Tripoli,0
89090,en,AF,Africa,LY,Libya,JA,"Al Jabal al Akhdar",,,"Al Abraq",,Africa/Tripoli,0
89113,en,AF,Africa,LY,Libya,WA,"Al Wahat",,,Ajdabiya,,Africa/Tripoli,0
89570,en,AS,Asia,IQ,Iraq,DA,Dihok,,,Zakho,,Asia/Baghdad,0
90150,en,AS,Asia,IQ,Iraq,SD,"Salah ad Din",,,Tikrit,,Asia/Baghdad,0
90645,en,AS,Asia,IQ,Iraq,SU,"Muhafazat as Sulaymaniyah",,,Sulaymanah,,Asia/Baghdad,0
94787,en,AS,Asia,IQ,Iraq,KI,Kirkuk,,,Kirkuk,,Asia/Baghdad,0
94824,en,AS,Asia,IQ,Iraq,KA,"Muhafazat Karbala'",,,Karbala,,Asia/Baghdad,0
95005,en,AS,Asia,IQ,Iraq,SU,"Muhafazat as Sulaymaniyah",,,Kelar,,Asia/Baghdad,0
95446,en,AS,Asia,IQ,Iraq,AR,"Muhafazat Arbil",,,Erbil,,Asia/Baghdad,0
96965,en,AS,Asia,IQ,Iraq,DI,"Diyālá",,,,,Asia/Baghdad,0
96966,en,AS,Asia,IQ,Iraq,WA,"Muhafazat Wasit",,,Diwaniyah,,Asia/Baghdad,0
96994,en,AS,Asia,IQ,Iraq,DA,Dihok,,,Dahuk,,Asia/Baghdad,0
97020,en,AS,Asia,IQ,Iraq,MU,"Muhafazat al Muthanna",,,"Dhi Qar",,Asia/Baghdad,0
98182,en,AS,Asia,IQ,Iraq,BG,Baghdad,,,Baghdad,,Asia/Baghdad,0
98463,en,AS,Asia,IQ,Iraq,SU,"Muhafazat as Sulaymaniyah",,,Sulaymaniyah,,Asia/Baghdad,0
98530,en,AS,Asia,IQ,Iraq,MU,"Muhafazat al Muthanna",,,"As Samawah",,Asia/Baghdad,0
98854,en,AS,Asia,IQ,Iraq,DQ,"Dhi Qar",,,Nasiriyah,,Asia/Baghdad,0
98860,en,AS,Asia,IQ,Iraq,NA,"An Najaf",,,Najaf,,Asia/Baghdad,0
99072,en,AS,Asia,IQ,Iraq,NI,Nineveh,,,Mosul,,Asia/Baghdad,0
99131,en,AS,Asia,IQ,Iraq,WA,"Muhafazat Wasit",,,Kut,,Asia/Baghdad,0
99237,en,AS,Asia,IQ,Iraq,,,,,,,Asia/Baghdad,0
99347,en,AS,Asia,IQ,Iraq,BB,"Muhafazat Babil",,,"Al Hillah",,Asia/Baghdad,0
99434,en,AS,Asia,IQ,Iraq,QA,"Muhafazat al Qadisiyah",,,"Nahiyat Ghammas",,Asia/Baghdad,0
99454,en,AS,Asia,IQ,Iraq,AN,Anbar,,,Fallujah,,Asia/Baghdad,0
99532,en,AS,Asia,IQ,Iraq,BA,Basra,,,Basrah,,Asia/Baghdad,0
99608,en,AS,Asia,IQ,Iraq,MA,Maysan,,,"Al 'Amarah",,Asia/Baghdad,0
100425,en,AS,Asia,SA,"Saudi Arabia",03,"Al Madinah al Munawwarah",,,Yanbu,,Asia/Riyadh,0
101484,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,Thadiq,,Asia/Riyadh,0
101628,en,AS,Asia,SA,"Saudi Arabia",07,Tabuk,,,Tabuk,,Asia/Riyadh,0
102318,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Sayhat,,Asia/Riyadh,0
102358,en,AS,Asia,SA,"Saudi Arabia",,,,,,,Asia/Riyadh,0
102527,en,AS,Asia,SA,"Saudi Arabia",12,"Al Jawf",,,Sakakah,,Asia/Riyadh,0
102585,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Safwa,,Asia/Riyadh,0
102651,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,Sabya,,Asia/Riyadh,0
102891,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Ras Tanura",,Asia/Riyadh,0
102912,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Ra's al Khafji",,Asia/Riyadh,0
103012,en,AS,Asia,SA,"Saudi Arabia",08,"Northern Borders",,,Rafha,,Asia/Riyadh,0
103035,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Rabigh,,Asia/Riyadh,0
103369,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,Bisha,,Asia/Riyadh,0
103630,en,AS,Asia,SA,"Saudi Arabia",10,Najran,,,Najran,,Asia/Riyadh,0
104514,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,,,Asia/Riyadh,0
104515,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Mecca,,Asia/Riyadh,0
104923,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Khulays,,Asia/Riyadh,0
105072,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,"Khamis Mushait",,Asia/Riyadh,0
105298,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,,,Asia/Riyadh,0
105299,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,Jizan,,Asia/Riyadh,0
105343,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Jeddah,,Asia/Riyadh,0
106093,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Harad,,Asia/Riyadh,0
106281,en,AS,Asia,SA,"Saudi Arabia",06,"Hai'l Region",,,Ha'il,,Asia/Riyadh,0
106667,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,Fayfa',,Asia/Riyadh,0
107304,en,AS,Asia,SA,"Saudi Arabia",05,Al-Qassim,,,Buraidah,,Asia/Riyadh,0
107312,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Abqaiq,,Asia/Riyadh,0
107797,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Dhahran,,Asia/Riyadh,0
107968,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Ta'if,,Asia/Riyadh,0
108179,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,,,Asia/Riyadh,0
108241,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,,,Asia/Riyadh,0
108410,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,Riyadh,,Asia/Riyadh,0
108411,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,,,Asia/Riyadh,0
108435,en,AS,Asia,SA,"Saudi Arabia",05,Al-Qassim,,,"Ar Rass",,Asia/Riyadh,0
108512,en,AS,Asia,SA,"Saudi Arabia",08,"Northern Borders",,,Arar,,Asia/Riyadh,0
108648,en,AS,Asia,SA,"Saudi Arabia",12,"Al Jawf",,,Qurayyat,,Asia/Riyadh,0
108927,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Qatif",,Asia/Riyadh,0
109118,en,AS,Asia,SA,"Saudi Arabia",11,"Al Bahah",,,"Al Mindak",,Asia/Riyadh,0
109223,en,AS,Asia,SA,"Saudi Arabia",03,"Al Madinah al Munawwarah",,,Medina,,Asia/Riyadh,0
109224,en,AS,Asia,SA,"Saudi Arabia",03,"Al Madinah al Munawwarah",,,,,Asia/Riyadh,0
109323,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Khobar,,Asia/Riyadh,0
109353,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,"Al Kharj",,Asia/Riyadh,0
109435,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Jubail,,Asia/Riyadh,0
109436,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Jubayl",,Asia/Riyadh,0
109571,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Hufuf",,Asia/Riyadh,0
109953,en,AS,Asia,SA,"Saudi Arabia",11,"Al Bahah",,,"Al Bahah",,Asia/Riyadh,0
110314,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,"Ad Dilam",,Asia/Riyadh,0
110336,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Dammam,,Asia/Riyadh,0
110690,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,Abha,,Asia/Riyadh,0
110791,en,AS,Asia,IR,Iran,07,"Ostan-e Tehran",,,,,Asia/Tehran,0
111453,en,AS,Asia,IR,Iran,11,Zanjan,,,Zanjan,,Asia/Tehran,0
111821,en,AS,Asia,IR,Iran,25,Yazd,,,,,Asia/Tehran,0
111822,en,AS,Asia,IR,Iran,25,Yazd,,,Yazd,,Asia/Tehran,0
112931,en,AS,Asia,IR,Iran,07,"Ostan-e Tehran",,,Tehran,,Asia/Tehran,0
113646,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,Tabriz,,Asia/Tehran,0
114259,en,AS,Asia,IR,Iran,15,Kerman,,,Sirjan,,Asia/Tehran,0
114930,en,AS,Asia,IR,Iran,31,"Ostan-e Khorasan-e Shomali",,,Shirvan,,Asia/Tehran,0
115019,en,AS,Asia,IR,Iran,14,Fars,,,Shiraz,,Asia/Tehran,0
115715,en,AS,Asia,IR,Iran,23,Hormozgan,,,Shahrud,,Asia/Tehran,0
116401,en,AS,Asia,IR,Iran,12,"Semnān",,,,,Asia/Tehran,0
116402,en,AS,Asia,IR,Iran,12,"Semnān",,,Semnan,,Asia/Tehran,0
116996,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Sari,,Asia/Tehran,0
117574,en,AS,Asia,IR,Iran,16,"Ostan-e Kordestan",,,Sanandij,,Asia/Tehran,0
118743,en,AS,Asia,IR,Iran,19,"Ostan-e Gilan",,,Rasht,,Asia/Tehran,0
119374,en,AS,Asia,IR,Iran,23,Hormozgan,,,Qeshm,,Asia/Tehran,0
119505,en,AS,Asia,IR,Iran,28,"Ostan-e Qazvin",,,Qazvin,,Asia/Tehran,0
121450,en,AS,Asia,IR,Iran,10,Khuzestan,,,Parpis,,Asia/Tehran,0
121801,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,Urmia,,Asia/Tehran,0
121861,en,AS,Asia,IR,Iran,10,Khuzestan,,,Omidiyeh,,Asia/Tehran,0
122397,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Neka,,Asia/Tehran,0
124544,en,AS,Asia,IR,Iran,21,"Māzandarān",,,,,Asia/Tehran,0
124665,en,AS,Asia,IR,Iran,30,"Razavi Khorasan",,,Mashhad,,Asia/Tehran,0
124763,en,AS,Asia,IR,Iran,22,Markazi,,,,,Asia/Tehran,0
124877,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,Maragheh,,Asia/Tehran,0
125185,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,Malayer,,Asia/Tehran,0
126584,en,AS,Asia,IR,Iran,16,"Ostan-e Kordestan",,,,,Asia/Tehran,0
126914,en,AS,Asia,IR,Iran,23,Hormozgan,,,Kish,,Asia/Tehran,0
126972,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,Khowy,,Asia/Tehran,0
127082,en,AS,Asia,IR,Iran,10,Khuzestan,,,,,Asia/Tehran,0
127349,en,AS,Asia,IR,Iran,20,"Ostan-e Lorestan",,,Khorramabad,,Asia/Tehran,0
128226,en,AS,Asia,IR,Iran,17,"Ostan-e Kermanshah",,,Kermanshah,,Asia/Tehran,0
128231,en,AS,Asia,IR,Iran,15,Kerman,,,,,Asia/Tehran,0
128234,en,AS,Asia,IR,Iran,15,Kerman,,,Kerman,,Asia/Tehran,0
128747,en,AS,Asia,IR,Iran,32,Alborz,,,Karaj,,Asia/Tehran,0
130758,en,AS,Asia,IR,Iran,,,,,,,Asia/Tehran,0
130801,en,AS,Asia,IR,Iran,05,"Ostan-e Ilam",,,,,Asia/Tehran,0
130802,en,AS,Asia,IR,Iran,05,"Ostan-e Ilam",,,Ilam,,Asia/Tehran,0
131222,en,AS,Asia,IR,Iran,23,Hormozgan,,,,,Asia/Tehran,0
132142,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,,,Asia/Tehran,0
132144,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,Hamadan,,Asia/Tehran,0
134217,en,AS,Asia,IR,Iran,06,Bushehr,,,"Bandar-e Genaveh",,Asia/Tehran,0
134747,en,AS,Asia,IR,Iran,08,"Chaharmahal and Bakhtiari",,,Farsun,,Asia/Tehran,0
134766,en,AS,Asia,IR,Iran,14,Fars,,,,,Asia/Tehran,0
136256,en,AS,Asia,IR,Iran,10,Khuzestan,,,Dezful,,Asia/Tehran,0
139677,en,AS,Asia,IR,Iran,08,"Chaharmahal and Bakhtiari",,,,,Asia/Tehran,0
139816,en,AS,Asia,IR,Iran,06,Bushehr,,,,,Asia/Tehran,0
139817,en,AS,Asia,IR,Iran,06,Bushehr,,,Bushehr,,Asia/Tehran,0
140918,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Behshahr,,Asia/Tehran,0
142363,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Babol,,Asia/Tehran,0
142549,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,,,Asia/Tehran,0
142550,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,,,Asia/Tehran,0
143083,en,AS,Asia,IR,Iran,03,"Ostan-e Ardabil",,,Ardabil,,Asia/Tehran,0
143127,en,AS,Asia,IR,Iran,22,Markazi,,,Arak,,Asia/Tehran,0
144448,en,AS,Asia,IR,Iran,10,Khuzestan,,,Ahvaz,,Asia/Tehran,0
145459,en,AS,Asia,IR,Iran,10,Khuzestan,,,Abadan,,Asia/Tehran,0
145531,en,AF,Africa,AO,Angola,LSU,"Lunda Sul",,,Saurimo,,Africa/Luanda,0
145724,en,AF,Africa,AO,Angola,LNO,"Luanda Norte",,,Lucapa,,Africa/Luanda,0
145952,en,EU,Europe,CY,Cyprus,02,Limassol,,,Ypsonas,,Asia/Nicosia,1
145964,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Geri,,Asia/Nicosia,1
146054,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Strovolos,,Asia/Nicosia,1
146068,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Sotira,,Asia/Famagusta,1
146150,en,EU,Europe,CY,Cyprus,02,Limassol,,,Pissouri,,Asia/Nicosia,1
146175,en,EU,Europe,CY,Cyprus,05,Pafos,,,Pegeia,,Asia/Nicosia,1
146209,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Paralimni,,Asia/Famagusta,1
146213,en,EU,Europe,CY,Cyprus,05,Pafos,,,,,Asia/Nicosia,1
146214,en,EU,Europe,CY,Cyprus,05,Pafos,,,Paphos,,Asia/Nicosia,1
146268,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Nicosia,,Asia/Nicosia,1
146371,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Livadia,,Asia/Nicosia,1
146383,en,EU,Europe,CY,Cyprus,02,Limassol,,,,,Asia/Nicosia,1
146384,en,EU,Europe,CY,Cyprus,02,Limassol,,,Limassol,,Asia/Nicosia,1
146395,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Latsia,,Asia/Nicosia,1
146398,en,EU,Europe,CY,Cyprus,03,Larnaka,,,,,Asia/Nicosia,1
146400,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Larnaca,,Asia/Nicosia,1
146403,en,EU,Europe,CY,Cyprus,06,Keryneia,,,Lapta,,Asia/Famagusta,1
146412,en,EU,Europe,CY,Cyprus,06,Keryneia,,,Kyrenia,,Asia/Famagusta,1
146523,en,EU,Europe,CY,Cyprus,01,Nicosia,,,"Kato Lakatameia",,Asia/Nicosia,1
146617,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Famagusta,,Asia/Famagusta,1
146628,en,EU,Europe,CY,Cyprus,02,Limassol,,,Erimi,,Asia/Nicosia,1
146633,en,EU,Europe,CY,Cyprus,02,Limassol,,,Episkopi,,Asia/Nicosia,1
146637,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Egkomi,,Asia/Nicosia,1
146639,en,EU,Europe,CY,Cyprus,05,Pafos,,,Empa,,Asia/Nicosia,1
146654,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Dhromolaxia,,Asia/Nicosia,1
146669,en,EU,Europe,CY,Cyprus,,,,,,,,1
146748,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,"Ayia Napa",,Asia/Famagusta,1
146786,en,EU,Europe,CY,Cyprus,05,Pafos,,,Armou,,Asia/Nicosia,1
146793,en,EU,Europe,CY,Cyprus,05,Pafos,,,Argaka,,Asia/Nicosia,1
146796,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Aradippou,,Asia/Nicosia,1
147271,en,AS,Asia,AZ,Azerbaijan,SAL,"Salyan Rayon",,,Salyan,,Asia/Baku,0
147429,en,AS,Asia,AZ,Azerbaijan,NX,Nakhichevan,BAB,"Babek Rayon",Nakhchivan,,Asia/Baku,0
148730,en,AF,Africa,TZ,Tanzania,15,"Zanzibar Urban/West",,,Zanzibar,,Africa/Dar_es_Salaam,0
148842,en,AF,Africa,TZ,Tanzania,06,"Pemba North",,,Wete,,Africa/Dar_es_Salaam,0
149129,en,AF,Africa,TZ,Tanzania,27,Geita,,,Ushirombo,,Africa/Dar_es_Salaam,0
149402,en,AF,Africa,TZ,Tanzania,14,Mbeya,,,Tunduma,,Africa/Dar_es_Salaam,0
149590,en,AF,Africa,TZ,Tanzania,,,,,,,Africa/Dar_es_Salaam,0
149606,en,AF,Africa,TZ,Tanzania,25,Tanga,,,Tanga,,Africa/Dar_es_Salaam,0
149658,en,AF,Africa,TZ,Tanzania,24,Tabora,,,Tabora,,Africa/Dar_es_Salaam,0
149703,en,AF,Africa,TZ,Tanzania,20,Rukwa,,,Sumbawanga,,Africa/Dar_es_Salaam,0
149792,en,AF,Africa,TZ,Tanzania,30,Simiyu,,,Somanda,,Africa/Dar_es_Salaam,0
149879,en,AF,Africa,TZ,Tanzania,23,Singida,,,Singida,,Africa/Dar_es_Salaam,0
150006,en,AF,Africa,TZ,Tanzania,22,Shinyanga,,,Shinyanga,,Africa/Dar_es_Salaam,0
151479,en,AF,Africa,TZ,Tanzania,29,Njombe,,,Njombe,,Africa/Dar_es_Salaam,0
152224,en,AF,Africa,TZ,Tanzania,18,Mwanza,,,Mwanza,,Africa/Dar_es_Salaam,0
152451,en,AF,Africa,TZ,Tanzania,13,Mara,,,Musoma,,Africa/Dar_es_Salaam,0
153176,en,AF,Africa,TZ,Tanzania,28,Katavi,,,Mpanda,,Africa/Dar_es_Salaam,0
153209,en,AF,Africa,TZ,Tanzania,09,Kilimanjaro,,,Moshi,,Africa/Dar_es_Salaam,0
153220,en,AF,Africa,TZ,Tanzania,16,Morogoro,,,Morogoro,,Africa/Dar_es_Salaam,0
154380,en,AF,Africa,TZ,Tanzania,14,Mbeya,,,Mbeya,,Africa/Dar_es_Salaam,0
155101,en,AF,Africa,TZ,Tanzania,29,Njombe,,,Makumbako,,Africa/Dar_es_Salaam,0
155405,en,AF,Africa,TZ,Tanzania,04,Iringa,,,Mafinga,,Africa/Dar_es_Salaam,0
156479,en,AF,Africa,TZ,Tanzania,25,Tanga,,,Korogwe,,Africa/Dar_es_Salaam,0
156589,en,AF,Africa,TZ,Tanzania,11,"Zanzibar Central/South",,,Koani,,Africa/Dar_es_Salaam,0
156951,en,AF,Africa,TZ,Tanzania,19,Pwani,,,Kisiju,,Africa/Dar_es_Salaam,0
157738,en,AF,Africa,TZ,Tanzania,08,Kigoma,,,Kigoma,,Africa/Dar_es_Salaam,0
158027,en,AF,Africa,TZ,Tanzania,19,Pwani,,,Kibaha,,Africa/Dar_es_Salaam,0
158214,en,AF,Africa,TZ,Tanzania,08,Kigoma,,,Kasulu,,Africa/Dar_es_Salaam,0
158597,en,AF,Africa,TZ,Tanzania,22,Shinyanga,,,Kahama,,Africa/Dar_es_Salaam,0
159071,en,AF,Africa,TZ,Tanzania,04,Iringa,,,Iringa,,Africa/Dar_es_Salaam,0
159134,en,AF,Africa,TZ,Tanzania,28,Katavi,,,Inyonga,,Africa/Dar_es_Salaam,0
159675,en,AF,Africa,TZ,Tanzania,25,Tanga,,,Handeni,,Africa/Dar_es_Salaam,0
159908,en,AF,Africa,TZ,Tanzania,27,Geita,,,Geita,,Africa/Dar_es_Salaam,0
159936,en,AF,Africa,TZ,Tanzania,07,"Zanzibar North",,,Gamba,,Africa/Dar_es_Salaam,0
160196,en,AF,Africa,TZ,Tanzania,03,Dodoma,,,Dodoma,,Africa/Dar_es_Salaam,0
160260,en,AF,Africa,TZ,Tanzania,02,"Dar es Salaam Region",,,,,Africa/Dar_es_Salaam,0
160263,en,AF,Africa,TZ,Tanzania,02,"Dar es Salaam Region",,,"Dar es Salaam",,Africa/Dar_es_Salaam,0
160677,en,AF,Africa,TZ,Tanzania,10,"Pemba South",,,"Chake Chake",,Africa/Dar_es_Salaam,0
160961,en,AF,Africa,TZ,Tanzania,05,Kagera,,,Bukoba,,Africa/Dar_es_Salaam,0
161290,en,AF,Africa,TZ,Tanzania,19,Pwani,,,Bagamoyo,,Africa/Dar_es_Salaam,0
161312,en,AF,Africa,TZ,Tanzania,26,Manyara,,,Babati,,Africa/Dar_es_Salaam,0
161325,en,AF,Africa,TZ,Tanzania,01,Arusha,,,Arusha,,Africa/Dar_es_Salaam,0
161704,en,AS,Asia,TM,Turkmenistan,S,Ashgabat,,,Kurtli,,Asia/Ashgabat,0
161940,en,AS,Asia,TM,Turkmenistan,S,Ashgabat,,,Gyami,,Asia/Ashgabat,0
161943,en,AS,Asia,TM,Turkmenistan,B,Balkan,,,Gumdag,,Asia/Ashgabat,0
162183,en,AS,Asia,TM,Turkmenistan,A,Ahal,,,Ashgabat,,Asia/Ashgabat,0
163843,en,AS,Asia,SY,Syria,,,,,,,Asia/Damascus,0
170017,en,AS,Asia,SY,Syria,HM,"Hama Governorate",,,Hama,,Asia/Damascus,0
170063,en,AS,Asia,SY,Syria,HL,"Aleppo Governorate",,,Aleppo,,Asia/Damascus,0
170654,en,AS,Asia,SY,Syria,DI,"Damascus Governorate",,,Damascus,,Asia/Damascus,0
173576,en,AS,Asia,SY,Syria,LA,"Latakia Governorate",,,Latakia,,Asia/Damascus,0
174255,en,AS,Asia,SY,Syria,SU,"As-Suwayda Governorate",,,"Ad Darah",,Asia/Damascus,0
174710,en,AS,Asia,AM,Armenia,VD,"Vayots Dzor",,,Yeghegnadzor,,Asia/Yerevan,0
174828,en,AS,Asia,AM,Armenia,VD,"Vayots Dzor",,,Malishka,,Asia/Yerevan,0
174875,en,AS,Asia,AM,Armenia,SU,Syunik,,,Kapan,,Asia/Yerevan,0
174884,en,AS,Asia,AM,Armenia,VD,"Vayots Dzor",,,Jermuk,,Asia/Yerevan,0
174979,en,AS,Asia,AM,Armenia,AR,Ararat,,,Artashat,,Asia/Yerevan,0
174982,en,AS,Asia,AM,Armenia,,,,,,,Asia/Yerevan,0
175007,en,AS,Asia,AM,Armenia,SU,Syunik,,,Agarak,,Asia/Yerevan,0
175555,en,AF,Africa,ZM,Zambia,10,Muchinga,,,Nakonde,,Africa/Lusaka,0
178147,en,AF,Africa,KE,Kenya,30,"Nairobi Province",,,Westlands,,Africa/Nairobi,0
178323,en,AF,Africa,KE,Kenya,15,"Kirinyaga District",,,Wanguru,,Africa/Nairobi,0
178791,en,AF,Africa,KE,Kenya,38,"Siaya District",,,Ukwala,,Africa/Nairobi,0
179330,en,AF,Africa,KE,Kenya,30,"Nairobi Province",,,Thika,,Africa/Nairobi,0
181032,en,AF,Africa,KE,Kenya,13,"Kiambu District",,,Ruiru,,Africa/Nairobi,0
181735,en,AF,Africa,KE,Kenya,36,"Nyeri District",,,Othaya,,Africa/Nairobi,0
182701,en,AF,Africa,KE,Kenya,36,"Nyeri District",,,Nyeri,,Africa/Nairobi,0
184433,en,AF,Africa,KE,Kenya,20,Laikipia,,,Nanyuki,,Africa/Nairobi,0
184622,en,AF,Africa,KE,Kenya,31,"Nakuru District",,,Nakuru,,Africa/Nairobi,0
184707,en,AF,Africa,KE,Kenya,31,"Nakuru District",,,Naivasha,,Africa/Nairobi,0
184742,en,AF,Africa,KE,Kenya,30,"Nairobi Province",,,,,Africa/Nairobi,0
